word,meaning,children,parent,related,images,reference
ลังถึง,"น. ภาชนะสำหรับนึ่งของ ทำด้วยโลหะมีลักษณะทรงกระบอกเตี้ย ๆ ซ้อนกันเป็นชั้น ๆ ๒-๓ ชั้น ชั้นล่างใส่น้ำสำหรับต้มให้มีไอน้ำร้อน ชั้นที่ซ้อนข้างบนเจาะเป็นรู ๆ ที่ก้นเพื่อให้ไอน้ำร้อนผ่านให้ของในชั้นที่ซ้อนสุก มีฝาครอบคล้ายฝาชี, ถึง หรือ ซึ้ง ก็ว่า. (จ. เล่งซึ้ง, ลั่งถี่).",,,,,
ลังลอง,"ว. สุกใส, งาม. (โดยมากใช้ รังรอง).",,,,,
ลังเล,"ก. ไม่แน่ใจ, ยังตัดสินใจไม่ได้, เช่น ลังเลใจไม่รู้ว่าจะไปดีหรือไม่ไปดี.",,,,,
ลังสาด,**ดู ลางสาด** .,,,ลางสาด,,
ลัชชา,"[ลัด-] น. ความละอาย, ความกระดาก. (ป., ส.).",,,,,
ลัชชี,"[ลัด-] น. ผู้มีความละอาย, ผู้มีความกระดาก. (ป.; ส. ลชฺชินฺ).",,,,,
ลัญจ์,"[ลัน] น. สินบน, สินจ้าง, ของกำนัล. (ป.).",,,,,
"ลัญจกร, ลัญฉกร","[ลันจะกอน, ลันฉะกอน]  (แบบ) น. ตรา (สำหรับประทับ), ใช้เป็นราชาศัพท์ว่า พระราชลัญจกร เช่น ประทับพระราชลัญจกร. (ป.).",,,,,
"ลัญจกร, ลัญฉกร","[ลันจะกอน, ลันฉะกอน]  (แบบ) น. ตรา (สำหรับประทับ), ใช้เป็นราชาศัพท์ว่า พระราชลัญจกร เช่น ประทับพระราชลัญจกร. (ป.).",,,,,
"ลัญฉน์, ลัญฉะ","[ลัน, ลันฉะ] น. รอย, เครื่องหมาย, พิมพ์, ตรา (ที่ตีหรือประทับแล้ว). (ป.).",,,,,
"ลัญฉน์, ลัญฉะ","[ลัน, ลันฉะ] น. รอย, เครื่องหมาย, พิมพ์, ตรา (ที่ตีหรือประทับแล้ว). (ป.).",,,,,
"ลัฐิ, ลฐิกา","(๑)  [ลัดถิ, ลัดถิกา] น. ไม้เท้า, ไม้ถือ (ป. ลฏฺ, ลฏฺกา). (๒) น. ลำต้น, หน่อ (ป. ลฏฺ, ลฏฺกา). (๓) น. ต้นตาล. (ป. ลฏฺ, ลฏฺกา).",,,,,
"ลัฐิ, ลฐิกา","(๑)  [ลัดถิ, ลัดถิกา] น. ไม้เท้า, ไม้ถือ (ป. ลฏฺ, ลฏฺกา). (๒) น. ลำต้น, หน่อ (ป. ลฏฺ, ลฏฺกา). (๓) น. ต้นตาล. (ป. ลฏฺ, ลฏฺกา).",,,,,
ลัด ๑,(๑) ก. ตัดตรงไปเพื่อย่นทางย่นเวลา เช่น เดินลัดสนาม (๒) ก. ทำสิ่งใดสิ่งหนึ่งให้เร็วขึ้นกว่าปรกติ เช่น เรียนลัด ลัดขั้นตอน.,"ลัดนิ้วมือ, ลัดวงจร, ลัดเลาะ, ลัดแลง",,,,
ลัด ๒,"ก. ผลิออก, แตกออก, (ใช้แก่ต้นไม้ที่เริ่มตั้งตัวผลิใบอ่อน) เช่น ต้นไม้ลัดใบ.",ลัดเนื้อ,,,,
ลัดนิ้วมือ,"น. เวลาชั่วงอนิ้วมือแล้วดีดออก, โดยปริยายหมายความว่า เร็วฉับพลัน, ชั่วประเดี๋ยวเดียว, เช่น ชั่วลัดนิ้วมือเดียวก็ถึง.",,ลัด ๑,,,
ลัดเลาะ,"ก. หลีกเลี่ยงเพื่อไปให้เร็วขึ้นหรือเพื่อไม่ให้เผชิญกับสิ่งกีดขวาง เช่น เดินลัดเลาะไปตามตลิ่ง เดินทางลัดเลาะหลบข้าศึก, เลาะลัด ก็ว่า.",,ลัด ๑,,,
ลัดแลง,ก. ลัดหลีกไป.,,ลัด ๑,,,
ลัดวงจร,(ไฟฟ้า) ก. ลักษณะที่วงจรไฟฟ้าซึ่งมีกระแสไฟฟ้าไหลผ่าน มีตัวนำซึ่งมีความต้านทานตํ่ากว่าความต้านทานของวงจรไฟฟ้านั้นมากมาแตะพาด เป็นเหตุให้กระแสไฟฟ้าจำนวนมากไหลผ่านตัวนำที่มาแตะพาดนั้น ทำให้เกิดความร้อนสูงมากจนเกิดไฟไหม้ได้ เรียกว่า ไฟฟ้าลัดวงจร.,,ลัด ๑,,,
ลัดเนื้อ,"ว. ค่อยมีเนื้อมากขึ้น (ใช้แก่แผล), ค่อยอ้วนขึ้น.",,ลัด ๒,,,
ลัดา,"[ลัดดา] น. ลดา. (ป., ส. ลตา).",,,,,
ลัทธ์,ว. ได้แล้ว. (ป.; ส. ลพฺธ).,,,,,
ลัทธิ,"น. คติความเชื่อถือ ความคิดเห็น และหลักการ ที่มีผู้นิยมนับถือและปฏิบัติตามสืบเนื่องกันมา เช่น ลัทธิสังคมนิยม ลัทธิชาตินิยม ลัทธิทุนนิยม. (ป. ลทฺธิ ว่า ความเห็น, ความได้).",,,,,
ลัน,"น. เครื่องดักปลาไหล ทำด้วยกระบอกไม้ไผ่เหลือข้อไว้ด้านหนึ่ง ที่ปากกระบอกมีงาแซง, กะลัน ก็เรียก.",,,,picture/0183.jpg,
ลั่น,"(๑) ก. มีเสียงดัง เช่น ฟ้าลั่น ไม้ลั่น กระดานลั่น, ทำให้มีเสียงดังหรือทำให้เกิดเสียงดัง เช่น ลงบันได บันไดลั่น บิดตัวจนกระดูกลั่น (๒) ก. ยิง เช่น ลั่นธนู ลั่นปืน (๓) ก. ปริออกแตกออกเป็นทางยาวและมีเสียงดัง เช่น จั่นลั่น แก้วใส่น้ำร้อนลั่น (๔) ก. โดยปริยายหมายถึงมีเสียงดังคล้ายคลึงเช่นนั้น เช่น ลือลั่น. (๕) ว. มีเสียงดังมาก เช่น หัวเราะลั่น ร้องไห้ลั่น.","ลั่นกุญแจ, ลั่นฆ้อง, ลั่นดาล, ลั่นนก, ลั่นปาก, ลั่นวาจา, ลั่นไก",,,,
